Degree,P(k<=K)
0,1.0
1,1.0
2,0.7950169875424689
3,0.38391845979614947
4,0.2287655719139298
5,0.1755379388448471
6,0.1347678369195923
7,0.10305775764439411
8,0.08493771234428087
9,0.06908267270668177
10,0.06568516421291053
11,0.057757644394110984
12,0.04983012457531144
13,0.04756511891279728
14,0.039637599093997736
15,0.03850509626274066
16,0.03397508493771234
17,0.030577576443941108
18,0.028312570781426953
19,0.027180067950169876
20,0.026047565118912798
21,0.02491506228765572
22,0.022650056625141562
23,0.022650056625141562
24,0.022650056625141562
25,0.022650056625141562
26,0.022650056625141562
27,0.022650056625141562
28,0.021517553793884484
29,0.021517553793884484
30,0.021517553793884484
31,0.021517553793884484
32,0.021517553793884484
33,0.021517553793884484
34,0.021517553793884484
35,0.020385050962627407
36,0.020385050962627407
37,0.020385050962627407
38,0.020385050962627407
39,0.020385050962627407
40,0.01812004530011325
41,0.01698754246885617
42,0.01698754246885617
43,0.01698754246885617
44,0.01698754246885617
45,0.01698754246885617
46,0.01698754246885617
47,0.01698754246885617
48,0.01698754246885617
49,0.01698754246885617
50,0.01698754246885617
51,0.015855039637599093
52,0.015855039637599093
53,0.015855039637599093
54,0.015855039637599093
55,0.014722536806342015
56,0.014722536806342015
57,0.014722536806342015
58,0.014722536806342015
59,0.014722536806342015
60,0.014722536806342015
61,0.014722536806342015
62,0.014722536806342015
63,0.014722536806342015
64,0.014722536806342015
65,0.013590033975084938
66,0.013590033975084938
67,0.01245753114382786
68,0.01245753114382786
69,0.01245753114382786
70,0.01245753114382786
71,0.01245753114382786
72,0.01245753114382786
73,0.01245753114382786
74,0.010192525481313703
75,0.009060022650056626
76,0.009060022650056626
77,0.009060022650056626
78,0.009060022650056626
79,0.009060022650056626
80,0.009060022650056626
81,0.009060022650056626
82,0.009060022650056626
83,0.009060022650056626
84,0.009060022650056626
85,0.009060022650056626
86,0.009060022650056626
87,0.007927519818799546
88,0.007927519818799546
89,0.007927519818799546
90,0.007927519818799546
91,0.007927519818799546
92,0.007927519818799546
93,0.007927519818799546
94,0.007927519818799546
95,0.007927519818799546
96,0.007927519818799546
97,0.007927519818799546
98,0.007927519818799546
99,0.007927519818799546
100,0.007927519818799546
101,0.007927519818799546
102,0.007927519818799546
103,0.007927519818799546
104,0.007927519818799546
105,0.007927519818799546
106,0.007927519818799546
107,0.007927519818799546
108,0.006795016987542469
109,0.006795016987542469
110,0.006795016987542469
111,0.006795016987542469
112,0.006795016987542469
113,0.006795016987542469
