Degree,P(k<=K)
0,1.0
1,1.0
2,0.641652123327516
3,0.4909831297265852
4,0.41826643397324026
5,0.37085514834205935
6,0.3310063990692263
7,0.30424665503199533
8,0.2815590459569517
9,0.26323443862710877
10,0.245782431646306
11,0.2297847585805701
12,0.21611401977894124
13,0.20447934845840604
14,0.19458987783595114
15,0.18586387434554974
16,0.17713787085514834
17,0.17015706806282724
18,0.1631762652705061
19,0.15823152995927864
20,0.1532867946480512
21,0.14834205933682373
22,0.14252472367655614
23,0.13699825479930192
24,0.13205351948807445
25,0.12798138452588714
26,0.12361838278068644
27,0.11954624781849912
28,0.11489237929028505
29,0.1111111111111111
30,0.10762070971495055
31,0.10325770796974985
32,0.10034904013961606
33,0.0997673065735893
34,0.0983129726585224
35,0.09714950552646888
36,0.09307737056428156
37,0.089586969168121
38,0.08842350203606748
39,0.08435136707388016
40,0.08231529959278651
41,0.08027923211169284
42,0.07737056428155904
43,0.07649796393251891
44,0.07533449680046539
45,0.07446189645142524
46,0.07300756253635834
47,0.07155322862129145
48,0.06980802792321117
49,0.06893542757417102
50,0.06602675974403723
51,0.06428155904595695
52,0.06311809191390343
53,0.060791157649796396
54,0.060791157649796396
55,0.05962769051774287
56,0.05904595695171611
57,0.0578824898196626
58,0.05700988947062245
59,0.0564281559045957
60,0.0549738219895288
61,0.053228621291448515
62,0.05235602094240838
63,0.05148342059336824
64,0.05090168702734148
65,0.049738219895287955
66,0.0491564863292612
67,0.048283885980221056
68,0.048283885980221056
69,0.04712041884816754
70,0.046829552065154156
71,0.04595695171611402
72,0.04566608493310064
73,0.04508435136707388
74,0.04450261780104712
75,0.04450261780104712
76,0.04392088423502036
77,0.04304828388598022
78,0.041884816753926704
79,0.041884816753926704
80,0.04072134962187318
81,0.04072134962187318
82,0.04013961605584642
83,0.04013961605584642
84,0.039848749272833044
85,0.039848749272833044
86,0.039848749272833044
87,0.03955788248981966
88,0.03926701570680628
89,0.03926701570680628
90,0.03926701570680628
91,0.03868528214077952
92,0.03810354857475276
93,0.03810354857475276
94,0.037521815008726006
95,0.037521815008726006
96,0.03664921465968586
97,0.03577661431064572
98,0.035485747527632346
99,0.03461314717859221
100,0.034031413612565446
101,0.033449680046538685
102,0.033449680046538685
103,0.03257707969749855
104,0.03228621291448516
105,0.031995346131471786
106,0.031995346131471786
107,0.030831878999418267
108,0.030541012216404886
109,0.030541012216404886
110,0.030250145433391506
111,0.029959278650378125
112,0.029668411867364748
113,0.029668411867364748
