Degree,P(k<=K)
0,1.0
1,1.0
2,0.6703910614525139
3,0.5418994413407822
4,0.48044692737430167
5,0.40558659217877097
6,0.36312849162011174
7,0.3240223463687151
8,0.2994413407821229
9,0.2849162011173184
10,0.26927374301675977
11,0.2547486033519553
12,0.24581005586592178
13,0.22905027932960895
14,0.21787709497206703
15,0.2122905027932961
16,0.2022346368715084
17,0.19441340782122904
18,0.1877094972067039
19,0.17988826815642459
20,0.16983240223463686
21,0.1664804469273743
22,0.16424581005586592
23,0.16201117318435754
24,0.16089385474860335
25,0.1564245810055866
26,0.1553072625698324
27,0.14972067039106146
28,0.14748603351955308
29,0.14078212290502792
30,0.13854748603351955
31,0.13743016759776536
32,0.13519553072625698
33,0.1340782122905028
34,0.1329608938547486
35,0.12960893854748604
36,0.12737430167597766
37,0.12402234636871508
38,0.12290502793296089
39,0.1217877094972067
40,0.11955307262569832
41,0.11843575418994413
42,0.11843575418994413
43,0.11843575418994413
44,0.11173184357541899
45,0.11173184357541899
46,0.11173184357541899
47,0.10614525139664804
48,0.10391061452513967
49,0.10279329608938548
50,0.1005586592178771
51,0.09608938547486033
52,0.09608938547486033
53,0.09608938547486033
54,0.09385474860335195
55,0.09162011173184358
56,0.09050279329608939
57,0.09050279329608939
58,0.08826815642458101
59,0.08826815642458101
60,0.08603351955307263
61,0.08491620111731843
62,0.08379888268156424
63,0.08379888268156424
64,0.08379888268156424
65,0.08156424581005586
66,0.0782122905027933
67,0.07709497206703911
68,0.07597765363128492
69,0.07374301675977654
70,0.07039106145251396
71,0.07039106145251396
72,0.07039106145251396
73,0.06927374301675977
74,0.06815642458100558
75,0.0670391061452514
76,0.0670391061452514
77,0.0670391061452514
78,0.0670391061452514
79,0.0659217877094972
80,0.0659217877094972
81,0.06480446927374302
82,0.06480446927374302
83,0.06480446927374302
84,0.06480446927374302
85,0.06368715083798883
86,0.06368715083798883
87,0.06368715083798883
88,0.06368715083798883
89,0.06368715083798883
90,0.06256983240223464
91,0.061452513966480445
92,0.060335195530726256
93,0.060335195530726256
94,0.060335195530726256
95,0.05921787709497207
96,0.05921787709497207
97,0.05921787709497207
98,0.05921787709497207
99,0.05921787709497207
100,0.05921787709497207
101,0.05810055865921788
102,0.05698324022346369
103,0.05698324022346369
104,0.054748603351955305
105,0.054748603351955305
106,0.054748603351955305
107,0.053631284916201116
108,0.053631284916201116
109,0.05251396648044693
110,0.05251396648044693
111,0.05251396648044693
112,0.05251396648044693
113,0.05139664804469274
