Degree,P(k<=K)
113,0.004801920768307323
114,0.004801920768307323
115,0.004801920768307323
116,0.004801920768307323
117,0.004801920768307323
118,0.004801920768307323
119,0.004801920768307323
120,0.004801920768307323
121,0.004801920768307323
122,0.004801920768307323
123,0.004801920768307323
124,0.004801920768307323
125,0.004801920768307323
126,0.004801920768307323
127,0.004801920768307323
128,0.004201680672268907
129,0.004201680672268907
130,0.004201680672268907
131,0.004201680672268907
132,0.004201680672268907
133,0.004201680672268907
134,0.004201680672268907
135,0.004201680672268907
136,0.004201680672268907
137,0.004201680672268907
138,0.004201680672268907
139,0.004201680672268907
140,0.004201680672268907
141,0.004201680672268907
142,0.004201680672268907
143,0.004201680672268907
144,0.004201680672268907
145,0.004201680672268907
146,0.004201680672268907
147,0.004201680672268907
148,0.004201680672268907
149,0.004201680672268907
150,0.004201680672268907
151,0.004201680672268907
152,0.004201680672268907
153,0.004201680672268907
154,0.004201680672268907
155,0.004201680672268907
156,0.004201680672268907
157,0.004201680672268907
158,0.004201680672268907
159,0.004201680672268907
160,0.004201680672268907
161,0.004201680672268907
162,0.004201680672268907
163,0.004201680672268907
164,0.004201680672268907
165,0.003601440576230492
166,0.003601440576230492
167,0.003601440576230492
168,0.003601440576230492
169,0.003601440576230492
170,0.003601440576230492
171,0.003601440576230492
172,0.003601440576230492
173,0.003601440576230492
174,0.003601440576230492
175,0.003601440576230492
176,0.003601440576230492
177,0.003601440576230492
178,0.003601440576230492
179,0.003601440576230492
180,0.003601440576230492
181,0.003601440576230492
182,0.003601440576230492
183,0.003601440576230492
184,0.003601440576230492
185,0.003601440576230492
186,0.003601440576230492
187,0.003601440576230492
188,0.003601440576230492
189,0.003601440576230492
190,0.003601440576230492
191,0.003601440576230492
192,0.003601440576230492
193,0.003601440576230492
194,0.003601440576230492
195,0.003601440576230492
196,0.003601440576230492
197,0.003601440576230492
198,0.003601440576230492
199,0.003601440576230492
200,0.003601440576230492
201,0.003601440576230492
202,0.003601440576230492
203,0.003601440576230492
204,0.003601440576230492
205,0.003601440576230492
206,0.003601440576230492
207,0.003601440576230492
208,0.003601440576230492
209,0.003601440576230492
210,0.003601440576230492
211,0.003601440576230492
212,0.003601440576230492
213,0.003601440576230492
214,0.003601440576230492
215,0.003601440576230492
216,0.003601440576230492
217,0.003601440576230492
218,0.003601440576230492
219,0.003601440576230492
220,0.003601440576230492
221,0.003601440576230492
222,0.003601440576230492
223,0.003601440576230492
224,0.003601440576230492
225,0.003601440576230492
226,0.003601440576230492
227,0.003601440576230492
228,0.003601440576230492
229,0.003601440576230492
230,0.003601440576230492
231,0.003601440576230492
232,0.003601440576230492
233,0.003601440576230492
234,0.003601440576230492
235,0.003601440576230492
236,0.003601440576230492
237,0.003001200480192077
238,0.003001200480192077
239,0.003001200480192077
240,0.003001200480192077
241,0.003001200480192077
242,0.003001200480192077
243,0.003001200480192077
244,0.003001200480192077
245,0.003001200480192077
246,0.003001200480192077
247,0.003001200480192077
248,0.003001200480192077
249,0.003001200480192077
250,0.0024009603841536613
251,0.0024009603841536613
252,0.0024009603841536613
253,0.0024009603841536613
254,0.0024009603841536613
255,0.0024009603841536613
256,0.0024009603841536613
257,0.001800720288115246
258,0.001800720288115246
259,0.001800720288115246
260,0.001800720288115246
261,0.001800720288115246
262,0.001800720288115246
263,0.001800720288115246
264,0.001800720288115246
265,0.001800720288115246
266,0.001800720288115246
267,0.001800720288115246
268,0.001800720288115246
269,0.001800720288115246
270,0.001800720288115246
271,0.001800720288115246
272,0.001800720288115246
273,0.001800720288115246
274,0.001800720288115246
275,0.001800720288115246
276,0.001800720288115246
277,0.001800720288115246
278,0.001800720288115246
279,0.001800720288115246
280,0.001800720288115246
281,0.001800720288115246
282,0.001800720288115246
283,0.001800720288115246
284,0.001800720288115246
285,0.001800720288115246
286,0.001800720288115246
287,0.001800720288115246
288,0.001800720288115246
289,0.001800720288115246
290,0.001800720288115246
291,0.001800720288115246
292,0.001800720288115246
293,0.001800720288115246
294,0.001800720288115246
295,0.001800720288115246
296,0.001800720288115246
297,0.001800720288115246
298,0.001800720288115246
299,0.001800720288115246
300,0.001800720288115246
301,0.001800720288115246
302,0.001800720288115246
303,0.001800720288115246
304,0.001800720288115246
305,0.001800720288115246
306,0.001800720288115246
307,0.001800720288115246
308,0.001800720288115246
309,0.001800720288115246
310,0.001800720288115246
311,0.001800720288115246
312,0.001800720288115246
313,0.001800720288115246
314,0.001800720288115246
315,0.001800720288115246
316,0.001800720288115246
317,0.001800720288115246
318,0.001800720288115246
319,0.001800720288115246
320,0.001800720288115246
321,0.001800720288115246
322,0.001800720288115246
323,0.001800720288115246
324,0.001800720288115246
325,0.001800720288115246
326,0.001800720288115246
327,0.001800720288115246
328,0.001800720288115246
329,0.001800720288115246
330,0.0012004801920768306
331,0.0012004801920768306
332,0.0012004801920768306
333,0.0012004801920768306
334,0.0012004801920768306
335,0.0012004801920768306
336,0.0012004801920768306
337,0.0012004801920768306
338,0.0012004801920768306
339,0.0012004801920768306
340,0.0012004801920768306
341,0.0012004801920768306
342,0.0012004801920768306
343,0.0012004801920768306
344,0.0012004801920768306
345,0.0012004801920768306
346,0.0012004801920768306
347,0.0012004801920768306
348,0.0012004801920768306
349,0.0012004801920768306
350,0.0012004801920768306
351,0.0012004801920768306
352,0.0012004801920768306
353,0.0012004801920768306
354,0.0012004801920768306
355,0.0012004801920768306
356,0.0012004801920768306
357,0.0012004801920768306
358,0.0012004801920768306
359,0.0012004801920768306
360,0.0012004801920768306
361,0.0012004801920768306
362,0.0012004801920768306
363,0.0012004801920768306
364,0.0012004801920768306
365,0.0012004801920768306
366,0.0012004801920768306
367,0.0012004801920768306
368,0.0012004801920768306
369,0.0012004801920768306
370,0.0012004801920768306
371,0.0012004801920768306
372,0.0012004801920768306
373,0.0012004801920768306
374,0.0012004801920768306
375,0.0012004801920768306
376,0.0012004801920768306
377,0.0012004801920768306
378,0.0012004801920768306
379,0.0012004801920768306
380,0.0012004801920768306
381,0.0012004801920768306
382,0.0012004801920768306
383,0.0012004801920768306
384,0.0012004801920768306
385,0.0012004801920768306
386,0.0012004801920768306
387,0.0012004801920768306
388,0.0012004801920768306
389,0.0012004801920768306
390,0.0012004801920768306
391,0.0012004801920768306
392,0.0012004801920768306
393,0.0012004801920768306
394,0.0012004801920768306
395,0.0012004801920768306
396,0.0012004801920768306
397,0.0012004801920768306
398,0.0012004801920768306
399,0.0012004801920768306
400,0.0012004801920768306
401,0.0012004801920768306
402,0.0012004801920768306
403,0.0012004801920768306
404,0.0012004801920768306
405,0.0012004801920768306
406,0.0012004801920768306
407,0.0012004801920768306
408,0.0012004801920768306
409,0.0012004801920768306
410,0.0012004801920768306
411,0.0012004801920768306
412,0.0012004801920768306
413,0.0012004801920768306
414,0.0012004801920768306
415,0.0012004801920768306
416,0.0012004801920768306
417,0.0012004801920768306
418,0.0012004801920768306
419,0.0012004801920768306
420,0.0012004801920768306
421,0.0012004801920768306
422,0.0012004801920768306
423,0.0012004801920768306
424,0.0012004801920768306
425,0.0012004801920768306
426,0.0012004801920768306
427,0.0012004801920768306
428,0.0012004801920768306
429,0.0012004801920768306
430,0.0012004801920768306
431,0.0012004801920768306
432,0.0012004801920768306
433,0.0012004801920768306
434,0.0012004801920768306
435,0.0012004801920768306
436,0.0012004801920768306
437,0.0012004801920768306
438,0.0012004801920768306
439,0.0012004801920768306
440,0.0012004801920768306
441,0.0012004801920768306
442,0.0012004801920768306
443,0.0012004801920768306
444,0.0012004801920768306
445,0.0012004801920768306
446,0.0012004801920768306
447,0.0012004801920768306
448,0.0012004801920768306
449,0.0012004801920768306
450,0.0012004801920768306
451,0.0012004801920768306
452,0.0012004801920768306
453,0.0012004801920768306
454,0.0012004801920768306
455,0.0012004801920768306
456,0.0012004801920768306
457,0.0012004801920768306
458,0.0012004801920768306
459,0.0012004801920768306
460,0.0012004801920768306
461,0.0012004801920768306
462,0.0012004801920768306
463,0.0012004801920768306
464,0.0012004801920768306
465,0.0012004801920768306
466,0.0012004801920768306
467,0.0012004801920768306
468,0.0012004801920768306
469,0.0012004801920768306
470,0.0012004801920768306
471,0.0012004801920768306
472,0.0012004801920768306
473,0.0012004801920768306
474,0.0012004801920768306
475,0.0012004801920768306
476,0.0012004801920768306
477,0.0012004801920768306
478,0.0012004801920768306
479,0.0012004801920768306
480,0.0012004801920768306
481,0.0012004801920768306
482,0.0012004801920768306
483,0.0012004801920768306
484,0.0012004801920768306
485,0.0012004801920768306
486,0.0012004801920768306
487,0.0012004801920768306
488,0.0012004801920768306
489,0.0012004801920768306
490,0.0012004801920768306
491,0.0012004801920768306
492,0.0012004801920768306
493,0.0012004801920768306
494,0.0012004801920768306
495,0.0012004801920768306
496,0.0012004801920768306
497,0.0012004801920768306
498,0.0012004801920768306
499,0.0006002400960384153
500,0.0006002400960384153
501,0.0006002400960384153
502,0.0006002400960384153
503,0.0006002400960384153
504,0.0006002400960384153
505,0.0006002400960384153
506,0.0006002400960384153
507,0.0006002400960384153
508,0.0006002400960384153
509,0.0006002400960384153
510,0.0006002400960384153
511,0.0006002400960384153
512,0.0006002400960384153
513,0.0006002400960384153
514,0.0006002400960384153
515,0.0006002400960384153
516,0.0006002400960384153
517,0.0006002400960384153
518,0.0006002400960384153
519,0.0006002400960384153
520,0.0006002400960384153
521,0.0006002400960384153
522,0.0006002400960384153
523,0.0006002400960384153
524,0.0006002400960384153
525,0.0006002400960384153
526,0.0006002400960384153
527,0.0006002400960384153
528,0.0006002400960384153
529,0.0006002400960384153
530,0.0006002400960384153
531,0.0006002400960384153
532,0.0006002400960384153
533,0.0006002400960384153
534,0.0006002400960384153
535,0.0006002400960384153
536,0.0006002400960384153
537,0.0006002400960384153
538,0.0006002400960384153
539,0.0006002400960384153
540,0.0006002400960384153
541,0.0006002400960384153
542,0.0006002400960384153
543,0.0006002400960384153
544,0.0006002400960384153
545,0.0006002400960384153
546,0.0006002400960384153
547,0.0006002400960384153
548,0.0006002400960384153
549,0.0006002400960384153
550,0.0006002400960384153
551,0.0006002400960384153
552,0.0006002400960384153
553,0.0006002400960384153
554,0.0006002400960384153
555,0.0006002400960384153
556,0.0006002400960384153
557,0.0006002400960384153
558,0.0006002400960384153
559,0.0006002400960384153
560,0.0006002400960384153
561,0.0006002400960384153
562,0.0006002400960384153
563,0.0006002400960384153
564,0.0006002400960384153
565,0.0006002400960384153
566,0.0006002400960384153
567,0.0006002400960384153
568,0.0006002400960384153
569,0.0006002400960384153
570,0.0006002400960384153
571,0.0006002400960384153
572,0.0006002400960384153
573,0.0006002400960384153
574,0.0006002400960384153
575,0.0006002400960384153
576,0.0006002400960384153
577,0.0006002400960384153
578,0.0006002400960384153
579,0.0006002400960384153
580,0.0006002400960384153
581,0.0006002400960384153
582,0.0006002400960384153
583,0.0006002400960384153
584,0.0006002400960384153
585,0.0006002400960384153
586,0.0006002400960384153
587,0.0006002400960384153
588,0.0006002400960384153
589,0.0006002400960384153
590,0.0006002400960384153
591,0.0006002400960384153
592,0.0006002400960384153
593,0.0006002400960384153
594,0.0006002400960384153
595,0.0006002400960384153
596,0.0006002400960384153
597,0.0006002400960384153
598,0.0006002400960384153
599,0.0006002400960384153
600,0.0006002400960384153
601,0.0006002400960384153
602,0.0006002400960384153
603,0.0006002400960384153
604,0.0006002400960384153
605,0.0006002400960384153
606,0.0006002400960384153
607,0.0006002400960384153
608,0.0006002400960384153
609,0.0006002400960384153
610,0.0006002400960384153
611,0.0006002400960384153
612,0.0006002400960384153
613,0.0006002400960384153
614,0.0006002400960384153
615,0.0006002400960384153
616,0.0006002400960384153
617,0.0006002400960384153
618,0.0006002400960384153
619,0.0006002400960384153
620,0.0006002400960384153
621,0.0006002400960384153
622,0.0006002400960384153
623,0.0006002400960384153
624,0.0006002400960384153
625,0.0006002400960384153
626,0.0006002400960384153
627,0.0006002400960384153
628,0.0006002400960384153
629,0.0006002400960384153
630,0.0006002400960384153
631,0.0006002400960384153
632,0.0006002400960384153
633,0.0006002400960384153
634,0.0006002400960384153
635,0.0006002400960384153
636,0.0006002400960384153
637,0.0006002400960384153
638,0.0006002400960384153
639,0.0006002400960384153
640,0.0006002400960384153
641,0.0006002400960384153
642,0.0006002400960384153
643,0.0006002400960384153
644,0.0006002400960384153
645,0.0006002400960384153
646,0.0006002400960384153
647,0.0006002400960384153
648,0.0006002400960384153
649,0.0006002400960384153
650,0.0006002400960384153
651,0.0006002400960384153
652,0.0006002400960384153
653,0.0006002400960384153
654,0.0006002400960384153
655,0.0006002400960384153
656,0.0006002400960384153
657,0.0006002400960384153
658,0.0006002400960384153
659,0.0006002400960384153
660,0.0006002400960384153
661,0.0006002400960384153
662,0.0006002400960384153
663,0.0006002400960384153
664,0.0006002400960384153
665,0.0006002400960384153
666,0.0006002400960384153
667,0.0006002400960384153
668,0.0006002400960384153
669,0.0006002400960384153
670,0.0006002400960384153
671,0.0006002400960384153
672,0.0006002400960384153
673,0.0006002400960384153
674,0.0006002400960384153
675,0.0006002400960384153
676,0.0006002400960384153
677,0.0006002400960384153
678,0.0006002400960384153
679,0.0006002400960384153
680,0.0006002400960384153
681,0.0006002400960384153
682,0.0006002400960384153
683,0.0006002400960384153
684,0.0006002400960384153
685,0.0006002400960384153
686,0.0006002400960384153
687,0.0006002400960384153
688,0.0006002400960384153
689,0.0006002400960384153
690,0.0006002400960384153
691,0.0006002400960384153
692,0.0006002400960384153
693,0.0006002400960384153
694,0.0006002400960384153
695,0.0006002400960384153
696,0.0006002400960384153
697,0.0006002400960384153
698,0.0006002400960384153
699,0.0006002400960384153
700,0.0006002400960384153
701,0.0006002400960384153
702,0.0006002400960384153
703,0.0006002400960384153
704,0.0006002400960384153
705,0.0006002400960384153
706,0.0006002400960384153
707,0.0006002400960384153
708,0.0006002400960384153
709,0.0006002400960384153
710,0.0006002400960384153
711,0.0006002400960384153
712,0.0006002400960384153
713,0.0006002400960384153
714,0.0006002400960384153
715,0.0006002400960384153
716,0.0006002400960384153
717,0.0006002400960384153
718,0.0006002400960384153
719,0.0006002400960384153
720,0.0006002400960384153
721,0.0006002400960384153
722,0.0006002400960384153
723,0.0006002400960384153
724,0.0006002400960384153
725,0.0006002400960384153
726,0.0006002400960384153
727,0.0006002400960384153
728,0.0006002400960384153
729,0.0006002400960384153
730,0.0006002400960384153
731,0.0006002400960384153
732,0.0006002400960384153
733,0.0006002400960384153
734,0.0006002400960384153
735,0.0006002400960384153
736,0.0006002400960384153
737,0.0006002400960384153
738,0.0006002400960384153
739,0.0006002400960384153
740,0.0006002400960384153
741,0.0006002400960384153
742,0.0006002400960384153
743,0.0006002400960384153
744,0.0006002400960384153
745,0.0006002400960384153
746,0.0006002400960384153
747,0.0006002400960384153
748,0.0006002400960384153
749,0.0006002400960384153
750,0.0006002400960384153
751,0.0006002400960384153
752,0.0006002400960384153
753,0.0006002400960384153
754,0.0006002400960384153
755,0.0006002400960384153
756,0.0006002400960384153
757,0.0006002400960384153
758,0.0006002400960384153
