Degree,P(k<=K)
0,1.0
1,1.0
2,0.5065274151436031
3,0.33855526544821585
4,0.2523933855526545
5,0.21148825065274152
6,0.18450826805918188
7,0.1618798955613577
8,0.1409921671018277
9,0.13141862489120976
10,0.12358572671888599
11,0.11053089643167972
12,0.10182767624020887
13,0.09573542210617929
14,0.09312445604873804
15,0.09138381201044386
16,0.08790252393385553
17,0.08006962576153177
18,0.07658833768494343
19,0.07571801566579635
20,0.07397737162750218
21,0.072236727589208
22,0.06614447345517842
23,0.06353350739773717
24,0.06353350739773717
25,0.060922541340295906
26,0.0557006092254134
27,0.05221932114882506
28,0.04873803307223673
29,0.04525674499564839
30,0.04351610095735422
31,0.04177545691906005
32,0.04177545691906005
33,0.040905134899912966
34,0.040905134899912966
35,0.0391644908616188
36,0.0391644908616188
37,0.0391644908616188
38,0.0391644908616188
39,0.0391644908616188
40,0.03742384682332463
41,0.03742384682332463
42,0.03655352480417755
43,0.033942558746736295
44,0.03307223672758921
45,0.03220191470844212
46,0.030461270670147953
47,0.030461270670147953
48,0.030461270670147953
49,0.030461270670147953
50,0.030461270670147953
51,0.030461270670147953
52,0.030461270670147953
53,0.030461270670147953
54,0.030461270670147953
55,0.030461270670147953
56,0.02959094865100087
57,0.02959094865100087
58,0.02959094865100087
59,0.028720626631853787
60,0.028720626631853787
61,0.028720626631853787
62,0.028720626631853787
63,0.028720626631853787
64,0.026979982593559618
65,0.02610966057441253
66,0.02610966057441253
67,0.02349869451697128
68,0.02349869451697128
69,0.020887728459530026
70,0.019147084421235857
71,0.019147084421235857
72,0.018276762402088774
73,0.016536118363794605
74,0.016536118363794605
75,0.015665796344647518
76,0.015665796344647518
77,0.015665796344647518
78,0.015665796344647518
79,0.014795474325500435
80,0.014795474325500435
81,0.014795474325500435
82,0.01392515230635335
83,0.013054830287206266
84,0.009573542210617928
85,0.009573542210617928
86,0.007832898172323759
87,0.007832898172323759
88,0.007832898172323759
89,0.007832898172323759
90,0.007832898172323759
91,0.006962576153176675
92,0.006962576153176675
93,0.006962576153176675
94,0.006962576153176675
95,0.006962576153176675
96,0.006962576153176675
97,0.006962576153176675
98,0.006962576153176675
99,0.005221932114882507
100,0.005221932114882507
101,0.005221932114882507
102,0.004351610095735422
103,0.004351610095735422
104,0.004351610095735422
105,0.004351610095735422
106,0.004351610095735422
107,0.004351610095735422
108,0.004351610095735422
109,0.0034812880765883376
110,0.0034812880765883376
111,0.0034812880765883376
112,0.0034812880765883376
113,0.0034812880765883376
